CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,CardHoldersName_1,OrderDollarAmount,NumItems,AvgLineItemPrice,ZipDistance,BillingShippingZipEqual,reported_as_fraud
Madeline Burnett,379463754349382,322,,93106 West Malta St.,Norwalk,USA,846259,Carol@eu.net,Madeline *Burnett,205-481-7735,MT,29112,29112,Madeline Burnett,,0,,0,1,0.00
Walter Riddle,4485542401233017,220,,71932 South Covina Way,Wisconsin Dells,USA,371944,Jesse@hymenaeos.com,Walter *Riddle,250-980-5439,MN,49920,49920,Walter Riddle,68.9,2,32.5,0,1,0.00
Wesley Massey,4485292175383743,719,,66445  Eugene Ln.,Beckley,USA,553158,Cameron@Aliquam.gov,Wesley *Massey,530-590-1472,UT,5775,5775,Wesley Massey,,0,,0,1,0.00
Hoyt Dawson,5196022938773246,822,,33386 South Loudon Way,Davenport,USA,526,Regina@lectus.org,Hoyt *Dawson,558-900-5062,NE,65389,65389,Hoyt Dawson,342.1,2,161,,1,0.00
Alana Duncan,5576636283671083,222,,44737 West Brazil St.,Bethlehem,USA,166666,Olga@lectus.us,Alana *Duncan,516-671-1979,IN,72640,72640,Alana Duncan,56.2,2,26,0,1,0.00
Doris Austin,5411038638910705,318,,78431 South Duncan Way,Eatontown,USA,233854,Melvin@Maecenas.net,Doris *Austin,027-814-7208,WY,75204,75204,Doris Austin,,0,,0,1,0.00
Nolan Fischer,377844756446130,222,,24663 West Covina Blvd.,Redlands,USA,838959,Imelda@Aliquam.us,Nolan *Fischer,817-674-1320,WI,35620,35620,Nolan Fischer,243.8,2,115,0,1,0.00
Nora Willis,5527588184238118,520,,1783 West Armenia Ln.,Tustin,USA,152496,Hamilton@hymenaeos.com,Nora *Willis,189-202-9866,RI,49456,49456,Nora Willis,287.3,2,135.5,0,1,0.00
Talon Roberts,4024007138939698,1120,,41535 North Durant Ln.,Hazleton,USA,592102,Leroy@quis.org,Talon *Roberts,263-640-2504,MS,43654,43654,Talon Roberts,140.9,2,66,0,1,0.00
Carol Crane,5330022036517666,622,,76916 South Tokelau Way,Springdale,USA,152477,Indira@sagittis.edu,Carol *Crane,158-142-5462,NV,57196,57196,Carol Crane,616.2,2,290,0,1,0.00
Leigh Cox,5561165444515986,320,,49093 North Svalbard and Jan Mayen Blvd.,West Valley City,USA,212918,Galena@pede.com,Leigh *Cox,585-220-9994,TN,21442,21442,Leigh Cox,382.5,2,180,,1,0.00
Ralph Gentry,4916806364662069,1119,,61203  Chile Ln.,High Point,USA,424865,Jemima@ligula.net,Ralph *Gentry,990-650-9110,MO,82099,82099,Ralph Gentry,535.5,2,252,,1,0.00
Gage Morrow,375599320353640,821,,5707 North Albania Ln.,Eureka,USA,810509,Tyrone@lobortis.gov,Gage *Morrow,952-002-6160,NV,32954,32954,Gage Morrow,585.8,2,275,0,1,0.00
Troy Jordan,5451371323207983,823,,96416 West Christmas Island Way,Rolling Hills Estates,USA,345043,Micah@facilisi.com,Troy *Jordan,167-942-0382,NY,5896,5896,Troy Jordan,281.6,2,132.5,,1,0.00
Len Thornton,4024007126887867,722,,77489 North Aruba St.,Williston,USA,361091,Anika@Morbi.com,Len *Thornton,191-484-6581,TN,9259,9259,Len Thornton,482.4,2,227,,1,0.00
Cheyenne Dickerson,5541374658710284,1020,,54734 North South Africa Ct.,Cape Girardeau,USA,169410,Yuli@imperdiet.org,Cheyenne *Dickerson,628-478-5006,OK,4704,4704,Cheyenne Dickerson,320.9,2,151,,1,0.00
Dora Gardner,4539346922529598,518,,89116 East Bowling Green Ln.,Hudson,USA,422712,Laura@porttitor.net,Dora *Gardner,895-780-6229,SD,24897,24897,Dora Gardner,382.5,2,180,0,1,0.00
Burke Gay,4532262568022763,1219,,86415  Bahamas Ave.,Cleveland,USA,590506,Veronica@consectetuer.org,Burke *Gay,468-226-9869,CO,74051,74051,Burke Gay,68.6,2,32.5,0,1,0.00
Brittany Grant,4556791154971943,1020,,86892 West Central African Republic Ave.,Kennesaw,USA,466241,Colt@diam.us,Brittany *Grant,965-849-1383,HI,4969,4969,Brittany Grant,213.1,2,101,0,1,0.00
Justina Mitchell,373288625757521,822,,11962 South Moldova Way,Waco,USA,805013,Vielka@sociosqu.com,Justina *Mitchell,680-497-4437,OR,14706,14706,Justina Mitchell,199.8,2,92.5,0,1,0.00
Clinton Morton,4727260636312914,321,,14873 West Costa Rica Ave.,Casper,USA,384262,Lyle@Ut.net,Clinton *Morton,055-444-5709,WV,5463,5463,Clinton Morton,,0,,0,1,0.00
Imelda Walter,4616405387610933,522,,1790 South Qatar St.,Hartford,USA,466555,Piper@tristique.us,Imelda *Walter,623-968-1730,OR,17980,17980,Imelda Walter,298.9,2,141,0,1,0.00
Carly Kerr,5522458309993549,621,,16549 South Anguilla St.,Gardena,USA,229967,Ivor@risus.gov,Carly *Kerr,232-931-9852,MT,9412,9412,Carly Kerr,881.9,2,415,,1,0.00
Isabelle Wooten,4539022857819433,822,,38573 East Cocos (Keeling) Islands Ct.,Moultrie,USA,547037,Kaseem@tortor.org,Isabelle *Wooten,121-289-6844,NH,9132,9132,Isabelle Wooten,414.4,2,195,,1,0.00
Clare Simpson,4539893583299466,619,,83890 North Greenland Ln.,Chicago,USA,453296,Aristotle@elementum.edu,Clare *Simpson,624-701-4701,NE,55192,55192,Clare Simpson,382.5,2,180,,1,0.00
Fallon Nixon,5286664054205239,320,,67335 East Western Sahara St.,Davenport,USA,240901,Cally@fermentum.us,Fallon *Nixon,563-655-2865,ND,34070,34070,Fallon Nixon,76.5,2,36,,1,0.00
Ursa Velasquez,376996807057356,722,,29921 West Croatia Ct.,Douglas,USA,852067,Cody@tincidunt.gov,Ursa *Velasquez,628-865-0060,VT,18731,18731,Ursa Velasquez,607.8,2,286,,1,0.00
Gretchen Blake,4024007107839945,219,,2056 North Argentina Ct.,Aliquippa,USA,694077,Keefe@vulputate.us,Gretchen *Blake,671-984-6895,IA,63122,63122,Gretchen Blake,362.8,2,167,0,1,1.00
Janna Lynch,5162948111265065,1222,,28902 North Kyrgyzstan Ct.,Kemmerer,USA,326595,Tamara@Phasellus.org,Janna *Lynch,678-944-9543,MD,44365,44365,Janna Lynch,903.1,2,425,,1,0.00
Sean Vinson,5350093183582162,819,,41434 East Chicago Heights St.,Gulfport,USA,149763,Rigel@Cras.org,Sean *Vinson,629-485-8735,VT,250,250,Sean Vinson,,0,,,1,0.00
Evangeline Sosa,5237525310382023,722,,79879  Japan Blvd.,Brownsville,USA,895,Audra@tellus.net,Evangeline *Sosa,814-888-6116,WV,29922,29922,Evangeline Sosa,152.3,2,70.5,0,1,0.00
Damian Edwards,4916762026590257,219,,12620 South Iraq Way,Dodge City,USA,489622,Hilda@suscipit.org,Damian *Edwards,806-447-1078,PA,64514,64514,Damian Edwards,28.7,2,13.5,,1,1.00
Lars Owen,5267757785197163,121,,69771  Portugal Ave.,Corvallis,USA,92504,Sydney@placerat.us,Lars *Owen,469-082-0755,WA,81970,81970,Lars Owen,,0,,,1,0.00
Malik Osborne,4556180556969350,320,,71775 East Bahamas Ln.,Moscow,USA,586847,Keiko@velit.edu,Malik *Osborne,434-169-1170,VT,1874,1874,Malik Osborne,,0,,,1,0.00
Zeph Ortega,346948055247301,319,,97969  South Africa Ave.,Brown Deer,USA,887818,Willa@amet.net,Zeph *Ortega,086-123-6549,CO,84642,84642,Zeph Ortega,,0,,0,1,0.00
Hedy Shelton,4539596897613393,1219,,35252 East Ethiopia Ct.,Cody,USA,386712,Francis@nunc.org,Hedy *Shelton,629-211-5332,LA,4955,4955,Hedy Shelton,770.1,2,365,0,1,0.00
Rylee Hines,5410348753259288,119,,24519  Mozambique Ave.,Brockton,USA,340015,Megan@libero.org,Rylee *Hines,853-670-0341,AL,16138,16138,Rylee Hines,256.1,2,120.5,,1,0.00
Abdul Day,5241676991579355,819,,18450 South Ghana Ave.,Grand Forks,USA,257400,Paloma@libero.edu,Abdul *Day,238-156-1357,CO,83029,83029,Abdul Day,461.1,2,217,,1,0.00
Bruce Watkins,4716631890848418,322,,64137 South Egypt Way,Gloucester,USA,401531,Hope@Aenean.com,Bruce *Watkins,108-148-7704,MN,28562,28562,Bruce Watkins,198.6,2,93,0,1,0.00
Dora Guzman,4024007133636216,621,,79866 East Turkmenistan St.,Charlotte Amalie,USA,346702,Jason@litora.edu,Dora *Guzman,424-976-5955,IL,63772,63772,Dora Guzman,297.5,2,140,0,1,0.00
Dante Compton,4485695279537545,421,,80725  Camden Ct.,Gardner,USA,533874,Burton@porttitor.us,Dante *Compton,779-778-0763,IA,98315,98315,Dante Compton,467.4,2,215,0,1,0.00
Price Whitehead,5411502392958051,722,,97314 West Bowling Green Blvd.,Quincy,USA,1153,Jayme@inceptos.edu,Price *Whitehead,056-031-5726,GA,49617,49617,Price Whitehead,354,2,167,,1,0.00
Abraham Booth,4485895800982893,820,,66631 East Albania Ave.,Cortland,USA,678167,Shaeleigh@lobortis.net,Abraham *Booth,051-201-5294,LA,15417,15417,Abraham Booth,,0,,0,1,0.00
Wing Cote,5148186186875380,619,,51666 North Andorra Blvd.,Asbury Park,USA,270230,Aurelia@feugiat.org,Wing *Cote,528-748-4206,WY,92049,92049,Wing Cote,,0,,0,1,0.00
Isabelle Wells,4024007149408568,119,,74008 South French Polynesia St.,Hamilton,USA,642371,Tanya@Curabitur.com,Isabelle *Wells,096-067-1412,WV,15727,15727,Isabelle Wells,455.8,2,215,0,1,0.00
Jocelyn Schneider,5299493301131062,220,,38351 South Tonga St.,Palmdale,USA,194645,Tatyana@nec.com,Jocelyn *Schneider,942-300-1695,AK,39106,39106,Jocelyn Schneider,244.4,2,115,,1,0.00
Leslie Hughes,5345494624886923,818,,61519  Angola Way,DeKalb,USA,223108,Hashim@Nam.us,Leslie *Hughes,681-704-5591,NE,8416,8416,Leslie Hughes,297.5,2,140,,1,0.00
Kane Wilson,6011774263792917,122,,29488 South Colombia St.,Orem,USA,933425,Mona@magna.net,Kane *Wilson,117-647-0129,OH,36736,36736,Kane Wilson,,0,,0,1,0.00
Fay Guerrero,5158053677389775,1020,,12225 West Sudan Blvd.,Rensselaer,USA,297012,Scott@In.edu,Fay *Guerrero,638-554-7637,LA,66083,66083,Fay Guerrero,464.4,2,215,0,1,0.00
Rama Hunt,4532487755957493,321,,9602 South Burkina Faso St.,Thousand Oaks,USA,587726,Ray@lacus.edu,Rama *Hunt,280-499-3214,SD,47091,47091,Rama Hunt,197.6,2,93,,1,0.00
Benjamin Dodson,4024007145216171,1022,,7972 South Bhutan Ct.,Artesia,USA,698367,Hammett@taciti.us,Benjamin *Dodson,535-500-8328,MT,93624,93624,Benjamin Dodson,200.2,2,92.5,0,1,0.00
Richard Shaffer,5388527469517919,622,,14804 East Samoa Blvd.,Kearns,USA,304490,Noelle@lectus.org,Richard *Shaffer,647-119-2831,MD,69152,69152,Richard Shaffer,559.1,2,265,0,1,0.00
Theodore Hampton,4223267077185237,918,,62356 East Norfolk Island Ln.,Nenana,USA,479563,Tatum@dapibus.net,Theodore *Hampton,717-985-8766,MN,92090,92090,Theodore Hampton,520.6,2,245,0,1,0.00
Maya Sellers,346508124888095,1123,,68963  Luxembourg Blvd.,Sierra Vista,USA,848353,Silas@torquent.gov,Maya *Sellers,674-749-4919,OR,20603,20603,Maya Sellers,,0,,0,1,1.00
Ignacia Frazier,4929089885012628,1021,,51783  Eureka Ave.,Waltham,USA,379866,Alfonso@Pellentesque.gov,Ignacia *Frazier,362-719-2554,MA,30333,30333,Ignacia Frazier,150.9,2,70.5,0,1,1.00
Aaron Rodriguez,4024007154500168,620,,17627 West Deadwood Ct.,Salt Lake City,USA,731836,Blossom@elit.gov,Aaron *Rodriguez,016-787-7594,KY,53319,53319,Aaron Rodriguez,382.5,2,180,,1,0.00
Tasha Bass,4716670600106758,720,,39317 South Charleston Way,West Springfield,USA,682129,Dolan@bibendum.edu,Tasha *Bass,946-264-5894,NC,42051,42051,Tasha Bass,243.8,2,115,0,1,0.00
Moses Gates,5136278140394576,1021,,90384 North Chesapeake St.,Laguna Hills,USA,145469,Georgia@senectus.com,Moses *Gates,836-457-8571,AK,95317,95317,Moses Gates,,0,,0,1,0.00
Pandora Terry,4097435743092474,720,,58537  Greenfield Ave.,Midland,USA,719202,Deacon@nonummy.gov,Pandora *Terry,586-504-5315,KS,38915,38915,Pandora Terry,695.5,2,325,0,1,0.00
Leslie Mcneil,4532036013186583,221,,96501 South Laughlin Way,West Lafayette,USA,690417,Clementine@vulputate.net,Leslie *Mcneil,668-836-2258,AK,58920,58920,Leslie Mcneil,297.5,2,140,,1,0.00
Yardley Wheeler,372297532130632,1020,,27614 North Christmas Island Ln.,Eau Claire,USA,894841,Alma@In.org,Yardley *Wheeler,145-901-6876,NJ,46254,46254,Yardley Wheeler,150.9,2,70.5,0,1,0.00
Bethany Blackburn,5269177322198137,518,,30322 North Altoona Blvd.,Macomb,USA,333908,Adara@blandit.org,Bethany *Blackburn,830-752-5589,TN,61851,61851,Bethany Blackburn,225.8,2,105,0,1,0.00
Arden Hickman,5532789951621600,320,,65954 West McAlester Ln.,Alhambra,USA,94103,Alexis@fringilla.org,Arden *Hickman,052-072-3964,MS,11951,11951,Arden Hickman,630,2,290,0,1,0.00
Avram Moss,378243502276983,719,,99746 West Ethiopia Ave.,North Las Vegas,USA,912692,Willa@erat.gov,Avram *Moss,146-092-8874,NE,82116,82116,Avram Moss,207.2,2,97.5,,1,0.00
Catherine Bonner,4716985077620655,321,,44540 East Christmas Island Ln.,Waterloo,USA,745413,Dante@suscipit.com,Catherine *Bonner,498-614-6851,MS,8190,8190,Catherine Bonner,276.2,2,130,,1,0.00
Madaline Cook,349922681824251,218,,79856 West Austin Ct.,Covington,USA,882021,Simone@lorem.net,Madaline *Cook,326-334-1503,GA,45043,45043,Madaline Cook,44.6,2,21,0,1,0.00
Jamalia Webb,4532099394960034,620,,53679  Equatorial Guinea Ln.,Seaford,USA,393940,May@laoreet.us,Jamalia *Webb,969-955-5546,TN,87941,87941,Jamalia Webb,138.8,2,65,0,1,0.00
Tatyana Vaughan,4556144709652131,1023,,16042 East Latrobe Ln.,Boulder City,USA,526363,Dean@vestibulum.gov,Tatyana *Vaughan,599-725-2459,WI,30709,30709,Tatyana Vaughan,329.4,2,155,,1,0.00
Minerva Parker,4024007106327710,722,,4822 North Macedonia Ave.,Norwalk,USA,731759,Jayme@placerat.edu,Minerva *Parker,999-335-8893,IA,77834,77834,Minerva Parker,682,2,315,0,1,0.00
Ray Mckay,4716668907617170,1122,,31701 West Papua New Guinea Ct.,DuBois,USA,537776,Penelope@enim.net,Ray *Mckay,804-350-3241,AK,11955,11955,Ray Mckay,,0,,0,1,0.00
Joseph Vazquez,4716157645251005,320,,93339 East Saint Pierre and Miquelon Way,Ypsilanti,USA,687320,Amal@lacus.com,Joseph *Vazquez,880-758-3988,IL,90124,90124,Joseph Vazquez,,0,,,1,0.00
Quemby Noble,5129974068057679,319,,50288 West United States Ct.,Bethlehem,USA,112156,Brennan@dictum.gov,Quemby *Noble,100-684-0163,WY,6518,6518,Quemby Noble,489.2,2,230,0,1,0.00
Ignacia Key,4539234103315344,418,,2617 North Heard Island and Mcdonald Islands St.,West Palm Beach,USA,669543,Samuel@facilisis.com,Ignacia *Key,067-807-5947,VA,53597,53597,Ignacia Key,844,2,400,0,1,0.00
Levi Harding,4532485769038888,921,,28348  Tunisia Way,Kearney,USA,589832,Fitzgerald@Nam.gov,Levi *Harding,496-538-3025,DE,60229,60229,Levi Harding,350.6,2,165,,1,0.00
Kieran Parsons,370165094199422,121,,17826 North Wallis and Futuna Ave.,Flagstaff,USA,913369,Craig@ultricies.gov,Kieran *Parsons,959-215-1241,MT,47446,47446,Kieran Parsons,160.5,2,75,0,1,0.00
Kerry Sanchez,4800074423572295,620,,31309 West Farmer City Blvd.,Guayama,USA,553021,Amos@velit.gov,Kerry *Sanchez,331-584-3644,MT,84310,84310,Kerry Sanchez,139.2,2,65,0,1,0.00
Hall Fletcher,5337642665872414,418,,4180 East Dearborn St.,Ocean City,USA,191173,Otto@Sed.com,Hall *Fletcher,523-433-8499,ND,30251,30251,Hall Fletcher,,0,,0,1,1.00
Whilemina Robles,4795467850588296,1119,,78631 South Attleboro Blvd.,Binghamton,USA,440153,Seth@dui.edu,Whilemina *Robles,625-924-7751,MD,55125,55125,Whilemina Robles,374.9,2,175,0,1,0.00
Christian Fisher,5178370896571751,1021,,91413 West Armenia Ct.,Ephraim,USA,238551,Felix@Nullam.org,Christian *Fisher,510-764-4246,MA,45537,45537,Christian Fisher,,0,,,1,0.00
Yuli Galloway,4485343277581096,618,,87 South Hong Kong St.,West Bend,USA,709694,Amos@leo.com,Yuli *Galloway,028-617-0445,VA,17094,17094,Yuli Galloway,,0,,0,1,0.00
Clark Wood,5483658649563145,1218,,11784 North Papua New Guinea Ct.,Las Vegas,USA,610,Daria@scelerisque.net,Madeson *Clements,039-262-7150,MO,96661,37510,Clark Wood,1646.9,2,775,,0,1.00
Oscar Dennis,4916802599132390,422,,32331 North China Ave.,Hannibal,USA,353985,Pamela@lectus.us,Oscar *Dennis,312-886-9943,IA,86313,86313,Oscar Dennis,1495.2,2,690,0,1,1.00
Jolene Rush,4929281254879774,918,,68077 North Albania Ln.,Augusta,USA,589094,Kenyon@scelerisque.gov,Sonia *Compton,428-162-4782,SC,1382,36835,Jolene Rush,3655,2,1720,,0,0.00
Georgia Moody,5434536208418259,419,,99703  Moreno Valley Ave.,Thousand Oaks,USA,642,Signe@aliquet.com,Alana *Heath,302-875-9494,WY,26836,5177,Georgia Moody,1064.2,3,334.7,,0,0.00
Ruth Buck,5559933716074030,923,,27312 North Pawtucket Ln.,Los Alamitos,USA,643,Branden@mauris.net,Sharon *Roy,716-390-7620,AL,76717,64402,Ruth Buck,70.1,2,33,,0,1.00
Alana Gilliam,4024007106682726,922,,87310  Montserrat Way,Abilene,USA,407409,Tanner@ligula.edu,David *Dotson,448-031-2273,OK,63501,91993,Alana Gilliam,215.7,2,100,,0,1.00
Tate Carter,5167989869127664,620,,82134 North Greensburg Way,Grand Forks,USA,192011,Grady@ante.us,Tate *Carter,570-235-2124,MA,66875,66875,Tate Carter,1711.7,3,537,,1,1.00
Harper Snow,5196367605298955,521,,29122 North Estonia Way,Hollister,USA,223175,Zane@vitae.us,Lana *Rowe,575-807-7099,CO,64144,98204,Harper Snow,403.8,2,190,1504.7,0,0.00
Martina Pollard,4485315302826043,1220,,60025  Kyrgyzstan St.,Christiansted,USA,702081,Gloria@ad.us,Ciaran *Oconnor,481-799-9852,OH,1738,24510,Martina Pollard,881.9,7,118.6,,0,0.00
Tashya Fuller,373061876092371,1120,,26029 North Danbury Ln.,Middletown,USA,855316,Reagan@velit.net,Tashya *Fuller,609-529-3749,AL,26193,26193,Tashya Fuller,6775.6,3,2125.7,,1,1.00
Noelle Hodges,5533643812987933,420,,62650 North Bulgaria Ave.,College Park,USA,745,Harrison@porta.gov,Blake *Lindsay,750-577-9530,VA,27291,92477,Noelle Hodges,4175,5,782.2,,0,1.00
Silas Hewitt,5260087109942426,722,,45156  Bozeman St.,Laguna Niguel,USA,232788,Zena@nunc.org,Bruno *Compton,160-370-5739,VA,17894,65194,Silas Hewitt,3545.6,2,1668.5,,0,0.00
Zoe Bowman,5281731144981718,219,,64526 East Bloomington St.,Corpus Christi,USA,173903,Wynter@interdum.gov,Zoe *Bowman,141-230-7133,NJ,98522,98522,Zoe Bowman,3830.3,3,1201.7,0,1,0.00
Chanda Lancaster,4024007193054342,1021,,33116 South Tonga Blvd.,Dixon,USA,729297,Devin@ut.com,Chanda *Lancaster,350-730-4015,RI,18538,18538,Chanda Lancaster,6860.6,4,1614.2,,1,1.00
Bethany Madden,6011153611907362,921,,18901 South Anguilla Blvd.,Augusta,USA,964942,Jaime@sagittis.net,Rhiannon *Gay,647-484-4441,ID,81479,53400,Bethany Madden,170,2,80,,0,0.00
Stephen Hickman,5364584578059638,818,,13594 East Aruba Ave.,Sault Ste. Marie,USA,269241,Angelica@sed.gov,Scarlet *Gilliam,288-098-9724,AL,19801,61445,Stephen Hickman,122,2,61,,0,0.00
Cody Scott,4539463405322399,122,,60213 East Turkey Ave.,Saginaw,USA,397309,Faith@ullamcorper.org,Cody *Scott,279-127-6150,DE,94990,94990,Cody Scott,506.8,4,119.2,,1,0.00
Bradley Waters,5510328320047019,620,,13718 West Bermuda St.,Kalamazoo,USA,928,Janna@volutpat.us,Burke *Keller,921-904-6626,AK,26291,88900,Bradley Waters,455.8,2,215,,0,1.00
Perry Holder,4532728739321136,519,,95832 East Maldives Way,Suffolk,USA,754605,Ila@Maecenas.net,Perry *Holder,926-530-0045,KY,91201,91201,Perry Holder,3542.5,2,1625,0,1,0.00
Shelly Cooke,6011814106452749,621,,8660 North Bahamas Ct.,Port Orford,USA,954051,Madison@porta.org,Shelly *Cooke,728-607-5949,WI,15919,15919,Shelly Cooke,512.1,3,160.7,,1,0.00
Ferdinand Henderson,4916040616217601,1120,,54415  Glens Falls Way,Ashland,USA,522158,Samantha@at.edu,Stuart *Buck,759-973-2064,MI,49698,35899,Ferdinand Henderson,96.7,2,45.5,,0,0.00
Graham Stout,5445652075356568,722,,66848 East Cape Verde Blvd.,Superior,USA,195296,Vivian@ante.org,Bianca *Curtis,868-148-7776,MO,45069,74362,Graham Stout,1203.5,2,565,626.6,0,1.00
Morgan Park,6011970095076475,1020,,85578 East Madagascar Ct.,Rockford,USA,998770,Graiden@Cras.net,Montana *Patterson,615-445-5795,WA,6516,83267,Morgan Park,171.2,2,80.5,,0,0.00
Merrill Atkins,4539386700882496,322,,13977 East China Ln.,Rohnert Park,USA,539323,Leonard@Curabitur.com,Tamara *Molina,377-097-7551,MI,78603,34524,Merrill Atkins,398.4,3,125,,0,1.00
Valentine Chandler,4539582846320231,1122,,66421 South United States St.,Ypsilanti,USA,759672,Raphael@penatibus.org,Valentine *Chandler,947-712-2956,VA,12773,12773,Valentine Chandler,4899.2,5,922.2,,1,0.00
Xanthus Lucas,6011363721803811,521,,40909 West Denmark Ln.,Bristol,USA,959978,Charde@blandit.org,Lydia *Shields,252-668-5061,FL,82983,59104,Xanthus Lucas,,0,,,0,0.00
Brooke Ewing,4532785161261214,619,,91079  Australia St.,Anchorage,USA,548043,Emerson@sapien.com,Brooke *Ewing,162-316-0348,CT,4256,4256,Brooke Ewing,1529.8,2,725,0,1,0.00
Roth Walter,377114557395906,618,,7303 West Bangladesh Ave.,Wynne,USA,898655,Tatyana@montes.net,Simon *Holden,572-709-6909,OK,31854,50879,Roth Walter,207.2,2,97.5,,0,0.00
Georgia Sharp,5581343289078123,1222,,93051  Turkmenistan Way,Aurora,USA,1032,Zachery@nonummy.com,Yoshi *Ingram,115-637-0944,AL,23434,75627,Georgia Sharp,887.2,3,279,,0,0.00
Rowan Mckinney,5179989534961915,919,,21719 East Bangladesh Ct.,Mesa,USA,288721,Jolie@convallis.com,Rowan *Mckinney,873-710-9279,KS,36744,36744,Rowan Mckinney,64.2,3,20,0,1,1.00
Cailin Wilkerson,5544004279216612,520,,79610 North Congo Blvd.,Hartland,USA,319902,Jael@fermentum.net,Cailin *Wilkerson,642-118-3286,SD,95819,95819,Cailin Wilkerson,2528.1,3,776.7,0,1,0.00
Cathleen Norris,5143638043761166,523,,87839  France Ct.,Malden,USA,235992,Jonas@augue.org,Cathleen *Norris,492-676-2167,AK,84901,84901,Cathleen Norris,386.8,3,121.3,,1,0.00
Amena Contreras,343268621402824,418,,28108 West Coral Springs Way,Palmdale,USA,884994,Petra@Etiam.gov,Mia *Hickman,494-562-4331,NY,11848,85518,Amena Contreras,616.2,2,290,,0,0.00
Anastasia Anthony,5478472829720070,118,,86342 West Danbury Blvd.,Athens,USA,223844,Clayton@Aliquam.com,Anastasia *Anthony,129-317-4153,NH,53829,53829,Anastasia Anthony,2188.8,3,686.7,,1,1.00
Amos Fisher,4716426021658525,620,,98737 East Mongolia Blvd.,Manhattan,USA,457779,Travis@aliquet.us,Amos *Fisher,070-095-5692,UT,22846,22846,Amos Fisher,3843.4,2,1825,0,1,1.00
Oscar Warner,4716139705529967,618,,39670 South Haiti Ave.,Malibu,USA,550682,Shafira@Pellentesque.com,Jenette *Mason,127-808-1035,NE,47749,20793,Oscar Warner,494.1,3,155,,0,0.00
Tyrone Mcknight,4916533641535294,822,,83664 West Comoros Ave.,Vallejo,USA,567782,Charlotte@ligula.us,Tyrone *Mcknight,092-243-7376,HI,1174,1174,Tyrone Mcknight,2018.8,2,950,,1,0.00
Abbot Jacobson,5537840103444550,1119,,59050  Colombia Way,Somersworth,USA,136105,Charissa@sociosqu.us,Abbot *Jacobson,755-068-5272,SD,26936,26936,Abbot Jacobson,574.8,3,180.3,,1,0.00
Ian Guthrie,4024007176201944,420,,44864 North Afghanistan Blvd.,Naperville,USA,706308,Noah@Cras.net,Ian *Guthrie,451-970-7969,TN,44622,44622,Ian Guthrie,818.8,4,191.8,,1,0.00
Rina Romero,4929275981829128,918,,60159 North Central African Republic Way,Vacaville,USA,695602,Scarlet@nonummy.com,Alisa *Graves,105-148-3531,CA,41808,43472,Rina Romero,,0,,,0,0.00
Zachary William,4556456504756549,718,,57390 West Albania Ln.,Stevens Point,USA,705127,Lee@montes.us,Zachary *William,667-004-1766,MT,10414,10414,Zachary William,6113.6,8,719.2,,1,0.00
Orlando Riley,5304888732542386,519,,86720  Cambodia Ave.,Williamsburg,USA,1340,Lane@per.com,Iliana *Crawford,967-192-4123,MD,31617,11202,Orlando Riley,212.5,2,100,,0,0.00
Jasmine Galloway,4929523211552402,320,,20118 East Chickasha Ave.,Eden Prairie,USA,411745,Melissa@nonummy.gov,Jasmine *Galloway,586-701-1155,OH,18487,18487,Jasmine Galloway,3203.4,3,1005,,1,0.00
