ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,VEHICLE_TYPE,MSRP,VEHICLE_BRAND,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10316,33,10000,17,330000,11/1/2004 0:00,Shipped,4,11,2004,Utility,13600,Chervolet,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10325,47,65000,6,3055000,11/5/2004 0:00,Shipped,4,11,2004,Utility,13600,Chervolet,Baane Logistics Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10337,25,48000,8,1200000,11/21/2004 0:00,Shipped,4,11,2004,Utility,13600,Chervolet,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria
10350,26,75000,5,1950000,12/2/2004 0:00,Shipped,4,12,2004,Utility,13600,Chervolet,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10359,48,54000,6,2592000,12/15/2004 0:00,Shipped,4,12,2004,Utility,13600,Chervolet,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10373,39,10000,3,390000,1/31/2005 0:00,Shipped,1,1,2005,Utility,13600,Chervolet,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10384,34,10000,4,340000,2/23/2005 0:00,Shipped,1,2,2005,Utility,13600,Chervolet,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10395,32,10000,2,320000,3/17/2005 0:00,Shipped,1,3,2005,Utility,13600,Chervolet,Lyon Shipping,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
10400,64,10000,9,640000,4/1/2005 0:00,Shipped,2,4,2005,Utility,13600,Chervolet,The Sharp Transports Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
10414,19,10000,3,190000,5/6/2005 0:00,On Hold,2,5,2005,Utility,13600,Chervolet,Transports4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri
10103,42,10000,4,420000,1/29/2003 0:00,Shipped,1,1,2003,Utility,14700,Dodge,Baane Logistics Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10114,31,10000,8,310000,4/1/2003 0:00,Shipped,2,4,2003,Utility,14700,Dodge,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
10126,22,10000,4,220000,5/28/2003 0:00,Shipped,2,5,2003,Utility,14700,Dodge,"Corrida Auto Logistics, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n
10140,26,10000,4,260000,7/24/2003 0:00,Shipped,3,7,2003,Utility,14700,Dodge,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
10150,20,10000,1,200000,9/19/2003 0:00,Shipped,3,9,2003,Utility,14700,Dodge,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10164,21,10000,2,210000,10/21/2003 0:00,Resolved,4,10,2003,Utility,14700,Dodge,Logistics Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
10175,33,10000,9,330000,11/6/2003 0:00,Shipped,4,11,2003,Utility,14700,Dodge,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
10183,28,10000,1,280000,11/13/2003 0:00,Shipped,4,11,2003,Utility,14700,Dodge,"Classic Transport Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10194,26,10000,4,260000,11/25/2003 0:00,Shipped,4,11,2003,Utility,14700,Dodge,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10207,31,10000,15,310000,12/9/2003 0:00,Shipped,4,12,2003,Utility,14700,Dodge,Transport Shipping,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie
10217,48,10000,4,480000,2/4/2004 0:00,Shipped,1,2,2004,Utility,14700,Dodge,Handji Transports& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,069045,Singapore,APAC,Victorino,Wendy
10229,50,10000,9,500000,3/11/2004 0:00,Shipped,1,3,2004,Utility,14700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10245,28,10000,2,280000,5/4/2004 0:00,Shipped,2,5,2004,Utility,14700,Dodge,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10259,26,10000,12,260000,6/15/2004 0:00,Shipped,2,6,2004,Utility,14700,Dodge,Handji Transports& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,069045,Singapore,APAC,Victorino,Wendy
10270,32,10000,2,320000,7/19/2004 0:00,Shipped,3,7,2004,Utility,14700,Dodge,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10281,44,10000,9,440000,8/19/2004 0:00,Shipped,3,8,2004,Utility,14700,Dodge,Transport Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
10291,30,10000,4,300000,9/8/2004 0:00,Shipped,3,9,2004,Utility,14700,Dodge,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10305,38,10000,13,380000,10/13/2004 0:00,Shipped,4,10,2004,Utility,14700,Dodge,Marta's Logistics Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10313,40,10000,7,400000,10/22/2004 0:00,Shipped,4,10,2004,Utility,14700,Dodge,Canadian Transport Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10322,46,61000,8,2806000,11/4/2004 0:00,Shipped,4,11,2004,Utility,14700,Dodge,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10334,26,10000,2,260000,11/19/2004 0:00,On Hold,4,11,2004,Utility,14700,Dodge,"Volvo Model Logistics, Co",0921-12 3555,Berguvsv�gen  8,,Lule�,,S-958 22,Sweden,EMEA,Berglund,Christina
10347,27,10000,2,270000,11/29/2004 0:00,Shipped,4,11,2004,Utility,14700,Dodge,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,43,10000,9,430000,12/10/2004 0:00,Shipped,4,12,2004,Utility,14700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10370,35,65000,4,2275000,1/20/2005 0:00,Shipped,1,1,2005,Utility,14700,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,37,10000,6,370000,2/17/2005 0:00,Shipped,1,2,2005,Utility,14700,Dodge,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10391,37,49000,7,1813000,3/9/2005 0:00,Shipped,1,3,2005,Utility,14700,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,27,10000,2,270000,5/1/2005 0:00,Shipped,2,5,2005,Utility,14700,Dodge,Qu?bec Home Shipping Network,(514) 555-8054,43 rue St. Laurent,,Montr�al,Qu�bec,H1J 1C3,Canada,NA,Fresni�re,Jean
10425,38,10000,12,380000,5/31/2005 0:00,In Process,2,5,2005,Utility,14700,Dodge,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10108,33,10000,6,330000,3/3/2003 0:00,Shipped,1,3,2003,Utility,19400,Dodge,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10122,42,10000,10,420000,5/8/2003 0:00,Shipped,2,5,2003,Utility,19400,Dodge,Marseille Logistics Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence
10135,42,10000,7,420000,7/2/2003 0:00,Shipped,3,7,2003,Utility,19400,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10147,48,10000,7,480000,9/5/2003 0:00,Shipped,3,9,2003,Utility,19400,Dodge,Shipping For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10159,41,10000,2,410000,10/10/2003 0:00,Shipped,4,10,2003,Utility,19400,Dodge,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10169,30,10000,2,300000,11/4/2003 0:00,Shipped,4,11,2003,Utility,19400,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10181,27,10000,14,270000,11/12/2003 0:00,Shipped,4,11,2003,Utility,19400,Dodge,Herkku Transports,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
10191,21,10000,3,210000,11/20/2003 0:00,Shipped,4,11,2003,Utility,19400,Dodge,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10203,20,10000,8,200000,12/2/2003 0:00,Shipped,4,12,2003,Utility,19400,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10211,41,10000,2,410000,1/15/2004 0:00,Shipped,1,1,2004,Utility,19400,Dodge,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique
10225,27,10000,9,270000,2/22/2004 0:00,Shipped,1,2,2004,Utility,19400,Dodge,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10238,28,10000,3,280000,4/9/2004 0:00,Shipped,2,4,2004,Utility,19400,Dodge,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10253,24,10000,13,240000,6/1/2004 0:00,Cancelled,2,6,2004,Utility,19400,Dodge,"UK Shipping, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10266,44,10000,14,440000,7/6/2004 0:00,Shipped,3,7,2004,Utility,19400,Dodge,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10276,50,10000,3,500000,8/2/2004 0:00,Shipped,3,8,2004,Utility,19400,Dodge,Online Logistics Shipping,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10287,21,10000,12,210000,8/30/2004 0:00,Shipped,3,8,2004,Utility,19400,Dodge,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gen�ve,,1203,Switzerland,EMEA,Holz,Michael
10300,33,10000,5,330000,10/4/2003 0:00,Shipped,4,10,2003,Utility,19400,Dodge,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
10310,33,10000,10,330000,10/16/2004 0:00,Shipped,4,10,2004,Utility,19400,Dodge,"Toms Spezialit?ten, Ltd",0221-5554327,Mehrheimerstr. 369,,K�ln,,50739,Germany,EMEA,Pfalzheim,Henriette
10320,31,10000,3,310000,11/3/2004 0:00,Shipped,4,11,2004,Utility,19400,Dodge,"Volvo Model Logistics, Co",0921-12 3555,Berguvsv�gen  8,,Lule�,,S-958 22,Sweden,EMEA,Berglund,Christina
10329,41,71000,5,2911000,11/15/2004 0:00,Shipped,4,11,2004,Utility,19400,Dodge,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10341,45,79000,2,3555000,11/24/2004 0:00,Shipped,4,11,2004,Utility,19400,Dodge,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10363,33,85000,3,2805000,1/6/2005 0:00,Shipped,1,1,2005,Utility,19400,Dodge,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10375,45,76000,7,3420000,2/3/2005 0:00,Shipped,1,2,2005,Utility,19400,Dodge,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10389,26,99000,4,2574000,3/3/2005 0:00,Shipped,1,3,2005,Utility,19400,Dodge,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10419,12,10000,13,120000,5/17/2005 0:00,Shipped,2,5,2005,Utility,19400,Dodge,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10105,41,10000,15,410000,2/11/2003 0:00,Shipped,1,2,2003,Utility,20700,Dodge,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10117,33,10000,9,330000,4/16/2003 0:00,Shipped,2,4,2003,Utility,20700,Dodge,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10127,46,10000,2,460000,6/3/2003 0:00,Shipped,2,6,2003,Utility,20700,Dodge,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
10142,33,10000,12,330000,8/8/2003 0:00,Shipped,3,8,2003,Utility,20700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,20,10000,11,200000,9/28/2003 0:00,Shipped,3,9,2003,Utility,20700,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10165,44,10000,3,440000,10/22/2003 0:00,Shipped,4,10,2003,Utility,20700,Dodge,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10176,33,10000,2,330000,11/6/2003 0:00,Shipped,4,11,2003,Utility,20700,Dodge,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10185,21,10000,13,210000,11/14/2003 0:00,Shipped,4,11,2003,Utility,20700,Dodge,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,47,10000,5,470000,11/26/2003 0:00,Shipped,4,11,2003,Utility,20700,Dodge,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10208,46,10000,13,460000,1/2/2004 0:00,Shipped,1,1,2004,Utility,20700,Dodge,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10220,32,10000,2,320000,2/12/2004 0:00,Shipped,1,2,2004,Utility,20700,Dodge,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean
10231,42,10000,2,420000,3/19/2004 0:00,Shipped,1,3,2004,Utility,20700,Dodge,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10247,44,10000,2,440000,5/5/2004 0:00,Shipped,2,5,2004,Utility,20700,Dodge,Suominen Shipping,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle
10272,35,10000,2,350000,7/20/2004 0:00,Shipped,3,7,2004,Utility,20700,Dodge,Transport Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
10282,41,10000,5,410000,8/20/2004 0:00,Shipped,3,8,2004,Utility,20700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10293,46,10000,8,460000,9/9/2004 0:00,Shipped,3,9,2004,Utility,20700,Dodge,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
10306,31,10000,13,310000,10/14/2004 0:00,Shipped,4,10,2004,Utility,20700,Dodge,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,38,10000,5,380000,10/22/2004 0:00,Shipped,4,10,2004,Utility,20700,Dodge,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10325,42,64000,8,2688000,11/5/2004 0:00,Shipped,4,11,2004,Utility,20700,Dodge,Baane Logistics Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10336,33,57000,10,1881000,11/20/2004 0:00,Shipped,4,11,2004,Utility,20700,Dodge,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie
10348,48,52000,8,2496000,11/1/2004 0:00,Shipped,4,11,2004,Utility,20700,Dodge,"Corrida Auto Logistics, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n
10359,42,10000,8,420000,12/15/2004 0:00,Shipped,4,12,2004,Utility,20700,Dodge,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10371,32,10000,6,320000,1/23/2005 0:00,Shipped,1,1,2005,Utility,20700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10382,34,10000,10,340000,2/17/2005 0:00,Shipped,1,2,2005,Utility,20700,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10395,33,69000,1,2277000,3/17/2005 0:00,Shipped,1,3,2005,Utility,20700,Dodge,Lyon Shipping,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
10413,36,10000,2,360000,5/5/2005 0:00,Shipped,2,5,2005,Utility,20700,Dodge,Transport Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie
10103,27,10000,8,270000,1/29/2003 0:00,Shipped,1,1,2003,Heavy,13600,Dodge,Baane Logistics Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10113,21,10000,2,210000,3/26/2003 0:00,Shipped,1,3,2003,Heavy,13600,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10126,21,10000,8,210000,5/28/2003 0:00,Shipped,2,5,2003,Heavy,13600,Dodge,"Corrida Auto Logistics, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart�n
10140,38,10000,8,380000,7/24/2003 0:00,Shipped,3,7,2003,Heavy,13600,Dodge,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
10150,30,10000,5,300000,9/19/2003 0:00,Shipped,3,9,2003,Heavy,13600,Dodge,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10164,49,10000,6,490000,10/21/2003 0:00,Resolved,4,10,2003,Heavy,13600,Dodge,Logistics Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland
10174,43,10000,1,430000,11/6/2003 0:00,Shipped,4,11,2003,Heavy,13600,Dodge,"Australian Transport Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
10183,41,10000,5,410000,11/13/2003 0:00,Shipped,4,11,2003,Heavy,13600,Dodge,"Classic Transport Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10194,38,10000,8,380000,11/25/2003 0:00,Shipped,4,11,2003,Heavy,13600,Dodge,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10206,28,10000,3,280000,12/5/2003 0:00,Shipped,4,12,2003,Heavy,13600,Dodge,Canadian Transport Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10216,43,10000,1,430000,2/2/2004 0:00,Shipped,1,2,2004,Heavy,13600,Dodge,Auto Associ?s & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
10229,25,10000,13,250000,3/11/2004 0:00,Shipped,1,3,2004,Heavy,13600,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10245,38,10000,6,380000,5/4/2004 0:00,Shipped,2,5,2004,Heavy,13600,Dodge,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10258,41,10000,3,410000,6/15/2004 0:00,Shipped,2,6,2004,Heavy,13600,Dodge,"Tokyo Shipping, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10270,28,10000,6,280000,7/19/2004 0:00,Shipped,3,7,2004,Heavy,13600,Dodge,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10281,25,10000,13,250000,8/19/2004 0:00,Shipped,3,8,2004,Heavy,13600,Dodge,Transport Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung
10291,41,10000,8,410000,9/8/2004 0:00,Shipped,3,9,2004,Heavy,13600,Dodge,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10304,39,10000,3,390000,10/11/2004 0:00,Shipped,4,10,2004,Heavy,13600,Dodge,Auto Associ?s & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
10313,21,10000,11,210000,10/22/2004 0:00,Shipped,4,10,2004,Heavy,13600,Dodge,Canadian Transport Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
10322,27,10000,9,270000,11/4/2004 0:00,Shipped,4,11,2004,Heavy,13600,Dodge,Online Transport Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
10333,33,99000,6,3267000,11/18/2004 0:00,Shipped,4,11,2004,Heavy,13600,Dodge,Logistics Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
10347,29,10000,3,290000,11/29/2004 0:00,Shipped,4,11,2004,Heavy,13600,Dodge,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,49,10000,8,490000,12/10/2004 0:00,Shipped,4,12,2004,Heavy,13600,Dodge,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10370,49,10000,8,490000,1/20/2005 0:00,Shipped,1,1,2005,Heavy,13600,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,20,10000,1,200000,2/17/2005 0:00,Shipped,1,2,2005,Heavy,13600,Dodge,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10391,39,63000,9,2457000,3/9/2005 0:00,Shipped,1,3,2005,Heavy,13600,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,40,10000,6,400000,5/1/2005 0:00,Shipped,2,5,2005,Heavy,13600,Dodge,Qu?bec Home Shipping Network,(514) 555-8054,43 rue St. Laurent,,Montr�al,Qu�bec,H1J 1C3,Canada,NA,Fresni�re,Jean
10424,49,10000,3,490000,5/31/2005 0:00,In Process,2,5,2005,Heavy,13600,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10107,21,10000,1,210000,2/24/2003 0:00,Shipped,1,2,2003,Light,15000,Dodge,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10121,50,10000,4,500000,5/7/2003 0:00,Shipped,2,5,2003,Light,15000,Dodge,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10134,20,10000,1,200000,7/1/2003 0:00,Shipped,3,7,2003,Light,15000,Dodge,Lyon Shipping,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
10145,49,10000,5,490000,8/25/2003 0:00,Shipped,3,8,2003,Light,15000,Dodge,Logistics4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie
10159,38,10000,13,380000,10/10/2003 0:00,Shipped,4,10,2003,Light,15000,Dodge,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10169,35,10000,13,350000,11/4/2003 0:00,Shipped,4,11,2003,Light,15000,Dodge,"Anna's Transport, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10180,40,10000,8,400000,11/11/2003 0:00,Shipped,4,11,2003,Light,15000,Dodge,Daedalus Designs Imports,20.16.1555,"184, chauss�e de Tournai",,Lille,,59000,France,EMEA,Ranc�,Martine
